Datetime,Tweet Id,Text,Username
2021-01-20 09:00:11+00:00,1.35182E+18,"""The presidency of Donald Trump has left such a wretched stench in Europe that it's hard to see how, even in four years, Joe Biden could possibly get America's most important alliance back on track."" Analysis by @lukemcgee https://t.co/GTd5cbX0BT",CNN
2021-01-20 08:44:02+00:00,1.35181E+18,"A funeral bell tolled at the Washington National Cathedral 400 times Tuesday, once for every thousand Americans who have died of the Covid-19 pandemic in the United States. https://t.co/9FXo7zeHBy",CNN
2021-01-20 08:30:08+00:00,1.35181E+18,An American Sign Language interpreter who helped keep the deaf community informed during Covid-19 press briefings in Hawaii has died from the virus. https://t.co/LXbCNiQstR,CNN
2021-01-20 08:15:05+00:00,1.35181E+18,"""Joe Biden's life of resilience in the face of unbearable loss will take on new meaning when he steps up to deliver his inaugural address Wednesday as the nation's 46th President."" Analysis by @StCollinson https://t.co/T5tAZJEUrZ",CNN
2021-01-20 08:00:08+00:00,1.3518E+18,"US President Trump issued 11th-hour pardons and commutations for former political strategist Steve Bannon, rapper Lil Wayne, a former top fundraiser and dozens more, but not himself or his family https://t.co/VoFLxFdRfz",CNN
2021-01-20 07:45:06+00:00,1.3518E+18,"A 43-year prison sentence given to a woman by a Thai court for insulting the monarchy could be seen as a ""warning shot"" to protesters demanding reform in the kingdom, according to analysts. https://t.co/DzHrc6UtWH",CNN
2021-01-20 07:30:01+00:00,1.35179E+18,Jack Ma just made his first public appearance in months as his tech empire continues to grapple with challenges from Chinese regulators. https://t.co/hQrqVJj5w3,CNN
2021-01-20 07:15:05+00:00,1.35179E+18,Frustration visibly boiled over with some Canadian leaders Tuesday as Pfizer told Canada that it would not receive any vaccine doses next week due to the continuing manufacturing disruptions at its facility in Belgium. https://t.co/IKhp6dGk0s,CNN
2021-01-20 07:00:14+00:00,1.35179E+18,"The White House announced early Wednesday that President Donald Trump has granted a pardon to rapper Lil Wayne and a commutation to rapper Kodak Black, two of the raft of pardons and commutations on his final day in office. https://t.co/8dVF3Vpq7K",CNN
2021-01-20 06:48:55+00:00,1.35178E+18,"China is rushing to build a massive quarantine camp that can house more than 4,000 people, after an outbreak of Covid-19 this month that has left tens of millions of people under strict lockdown. https://t.co/MLMdPjDUki",CNN
